n,k,pzl
4,93,0 12 9 0 1 2 3 0 0 0 13 8 10 0 15 16 5 1 10 0 6 0 0 9 2 0 0 16 0 11 0 0 0 3 16 2 10 0 0 14 1 0 11 12 6 8 0 0 0 6 13 0 0 15 12 0 3 7 9 0 1 2 5 4 2 4 3 8 0 0 0 10 9 0 7 0 0 0 13 0 1 0 6 9 13 4 0 8 0 3 2 0 0 10 11 0 0 0 12 0 0 0 0 7 4 8 16 1 0 6 9 3 7 14 15 16 0 3 11 12 0 5 6 13 2 1 4 8 3 2 0 0 7 0 14 0 15 1 5 0 16 12 8 0 9 10 14 0 0 12 2 0 0 0 8 11 13 0 6 0 16 7 0 11 4 0 0 0 13 12 0 0 0 9 0 1 12 13 8 15 16 9 10 0 14 2 0 6 0 0 3 7 6 8 0 3 12 10 0 0 16 15 0 0 4 13 0 0 13 15 11 0 14 0 4 3 0 9 1 5 0 0 0 2 4 16 1 5 15 13 0 6 0 10 12 2 9 3 14 11 0 0 0 10 8 0 5 2 11 13 0 4 12 15 16 6
4,93,13 0 15 6 2 0 3 0 5 9 7 10 11 12 16 14 0 0 16 7 0 6 0 0 0 2 14 0 0 0 0 0 9 3 0 0 7 0 0 14 0 0 15 0 0 6 0 8 1 14 5 0 10 15 0 0 3 0 12 0 2 7 9 0 3 0 6 8 1 0 2 16 7 10 9 14 12 13 0 0 2 0 4 9 0 0 15 8 11 0 0 5 0 0 10 6 0 12 0 0 0 0 10 5 0 16 0 0 8 0 4 0 10 0 11 16 12 7 9 0 13 1 8 0 14 3 2 5 5 7 1 3 0 9 13 0 6 0 16 2 15 0 11 12 0 2 8 10 15 0 14 11 9 0 0 13 0 0 7 16 14 16 9 15 0 5 6 2 8 0 0 0 10 0 0 13 6 11 0 13 4 16 1 0 14 5 10 15 9 8 3 2 8 6 3 1 0 10 11 0 16 0 5 9 0 2 0 7 16 0 14 4 9 8 7 15 2 11 6 3 0 1 12 10 11 9 2 0 0 0 5 0 10 0 4 0 13 15 6 3 0 0 7 0 6 0 4 0 12 0 0 1 0 0 8 9
4,93,1 3 0 12 2 5 4 0 6 0 10 11 0 13 16 0 0 16 0 8 1 0 0 0 2 13 14 15 5 4 0 9 15 0 0 6 0 0 10 14 4 1 5 0 2 11 3 12 2 0 14 0 0 11 16 15 7 3 0 9 0 6 0 8 4 0 6 7 12 2 5 0 0 9 11 10 15 0 0 14 0 2 8 9 0 0 0 6 5 4 15 1 0 7 0 10 5 0 15 13 11 7 0 1 14 0 0 12 0 0 0 4 0 11 16 0 10 4 15 0 0 0 3 7 8 0 0 5 0 8 0 2 0 10 0 4 0 11 0 0 16 0 0 0 0 9 3 0 7 0 14 13 0 10 8 4 12 0 11 2 10 0 5 0 6 15 0 0 1 0 9 14 7 0 4 3 0 12 4 15 5 0 0 0 3 0 2 13 6 10 0 0 8 6 2 1 14 0 0 11 9 15 4 3 10 12 5 0 9 5 11 3 0 0 2 10 16 0 7 8 13 1 0 6 16 14 7 0 15 6 1 0 0 0 0 2 0 3 0 11 13 0 0 10 9 16 3 8 11 5 1 6 4 0 2 0
4,93,16 0 8 0 4 1 0 0 6 7 9 10 12 13 14 0 0 10 13 0 5 8 0 7 1 12 14 15 3 0 11 16 1 7 0 4 9 12 15 0 0 11 0 0 2 5 0 0 3 12 14 15 0 0 11 0 0 0 8 0 1 6 9 7 4 2 0 0 0 7 0 12 8 0 6 0 0 0 0 13 6 1 0 0 2 15 13 10 5 14 4 0 9 16 12 0 0 13 0 12 11 0 14 0 0 1 16 0 8 7 0 0 0 14 15 16 3 5 0 9 0 0 7 13 4 1 6 2 5 0 1 6 8 0 12 0 7 0 2 0 0 0 13 4 7 4 9 10 6 3 1 0 13 5 0 0 16 12 2 8 8 0 0 13 0 16 0 5 10 0 0 1 0 0 7 3 12 15 0 14 7 2 0 13 4 0 3 8 10 11 0 1 0 0 0 0 13 11 7 8 0 3 15 12 5 0 16 14 13 0 12 0 15 14 0 0 16 8 0 4 0 10 1 6 0 16 5 3 12 0 0 0 11 0 0 0 13 0 15 9 15 8 11 2 16 0 0 1 14 13 0 6 7 3 4 0
4,94,0 0 9 12 0 1 4 5 0 10 8 11 13 0 14 0 1 15 10 11 3 6 0 0 2 0 0 16 4 9 0 0 8 13 14 0 9 0 10 12 0 4 5 15 3 2 6 7 2 5 7 4 0 15 16 14 3 6 0 12 0 0 8 11 0 1 0 0 6 8 7 16 0 9 0 0 11 12 13 15 4 6 0 7 11 12 14 0 0 0 0 3 5 16 0 0 0 0 12 0 5 4 2 0 8 0 15 0 14 3 7 1 0 14 0 15 0 10 13 3 11 12 7 5 6 4 0 8 0 0 0 3 4 0 9 10 5 11 16 0 12 8 15 0 5 8 11 9 12 0 15 13 6 2 4 0 16 0 0 14 13 4 0 14 0 0 5 1 9 15 12 0 0 0 0 2 12 0 0 0 0 0 0 11 14 0 3 1 9 0 0 0 15 0 4 1 0 5 12 0 0 0 0 8 7 14 11 13 0 10 5 8 0 13 0 4 12 7 11 9 0 6 0 3 0 0 0 2 16 9 3 6 0 0 0 4 0 0 0 12 16 12 3 0 0 0 11 0 10 0 13 2 15 1 4 9
4,94,4 0 6 10 1 0 3 5 0 0 9 11 13 14 0 16 2 0 15 14 0 0 8 7 1 3 13 0 0 10 11 12 0 11 5 13 10 9 12 14 0 4 16 15 1 6 8 3 1 9 3 8 11 0 15 16 0 0 0 0 2 0 0 0 3 1 2 5 0 4 7 8 11 6 10 9 12 16 0 0 8 4 7 9 6 11 16 0 12 0 1 0 0 2 0 0 6 0 12 15 0 1 14 2 16 0 4 7 0 9 3 11 11 0 14 16 9 12 0 10 0 15 2 0 6 1 7 4 0 0 0 3 16 0 6 9 0 0 0 0 14 0 0 15 10 7 13 0 12 14 4 0 9 0 5 6 3 8 2 0 12 8 16 1 3 0 0 11 0 0 0 13 0 5 6 0 0 0 0 6 0 0 1 0 4 0 12 0 7 11 0 10 0 0 0 0 0 15 13 4 14 0 6 0 0 3 1 8 0 0 0 7 0 3 10 0 0 11 0 4 5 13 9 0 15 0 8 12 0 0 0 1 13 9 0 0 16 0 4 6 13 0 0 4 8 16 9 6 5 1 7 2 11 0 12 0
4,94,0 2 0 7 1 0 3 0 0 8 9 11 12 10 14 16 0 14 8 0 2 0 9 0 3 10 0 16 5 4 13 0 10 5 12 0 8 11 14 13 0 2 15 0 3 6 9 7 4 0 9 6 16 0 0 15 7 0 13 0 2 1 11 8 0 4 5 8 12 2 16 1 9 6 0 0 11 0 15 13 0 0 0 9 14 5 0 4 0 0 0 3 0 0 16 10 0 0 0 13 0 9 0 8 14 0 16 2 0 3 0 5 0 10 16 0 15 3 0 0 8 0 5 12 6 2 1 9 6 7 0 0 0 0 0 9 5 14 0 10 16 0 3 12 5 0 0 0 0 14 0 16 0 0 0 13 0 0 0 1 13 0 3 15 5 0 2 0 4 12 1 9 14 11 0 0 0 11 14 0 0 1 8 12 16 7 6 15 13 5 0 0 8 6 2 1 0 0 0 3 15 0 0 0 10 13 12 11 16 9 10 3 11 15 0 0 0 13 4 0 0 8 7 2 0 0 0 5 13 12 1 2 10 0 7 8 0 0 6 3 12 0 0 4 9 8 0 6 11 3 2 1 15 16 0 14
4,94,1 0 13 3 2 4 5 6 8 0 10 0 15 11 0 16 0 8 0 11 1 0 3 0 4 14 16 15 0 12 13 0 14 0 0 4 8 0 16 0 1 11 13 5 2 3 10 7 12 0 16 5 11 10 0 0 0 0 6 7 1 0 9 8 4 0 5 6 0 3 2 13 7 8 11 14 0 0 16 0 0 3 7 0 10 6 0 0 0 4 0 0 0 0 0 0 11 10 0 16 4 0 0 8 0 15 2 9 3 7 0 0 0 12 0 13 16 14 11 0 0 10 1 0 4 8 5 0 3 0 1 7 5 8 4 10 9 6 0 13 0 0 12 11 6 4 8 9 0 11 0 0 0 7 5 0 0 0 15 0 13 16 11 14 12 15 0 0 0 1 8 4 7 5 6 10 0 5 0 12 6 0 0 0 0 0 14 11 0 1 4 0 8 11 3 2 0 16 14 12 0 13 9 1 5 6 7 4 0 0 4 0 13 0 6 0 0 5 3 0 10 0 0 12 16 6 9 10 0 0 0 0 14 12 4 2 11 0 0 13 5 0 12 15 3 2 0 4 11 16 7 6 0 9 0 0
4,94,0 0 16 4 3 1 0 5 6 8 0 0 10 14 11 0 13 7 10 11 6 0 8 9 2 1 0 14 5 0 15 0 1 6 8 0 10 0 12 14 5 0 0 0 2 0 0 0 3 5 2 14 7 0 16 15 4 10 12 0 1 6 8 9 2 1 3 5 4 0 15 0 0 0 11 0 0 10 0 0 0 8 6 12 0 3 0 13 14 16 0 0 9 0 0 0 10 0 14 15 1 16 0 0 12 2 5 3 7 4 13 8 7 0 0 16 14 12 10 0 15 0 1 8 0 2 6 5 0 2 0 3 0 6 0 0 0 13 9 0 0 0 14 15 0 10 11 7 13 0 0 0 3 0 0 6 0 0 0 1 16 4 12 0 0 2 1 7 8 0 14 15 13 0 3 10 9 14 15 0 5 10 3 4 0 0 16 0 11 8 2 0 6 12 4 1 16 0 7 0 0 0 15 0 8 0 0 3 14 0 7 10 0 8 0 0 0 9 4 5 15 13 12 2 11 16 5 0 15 0 13 0 7 12 0 0 0 1 10 14 15 13 9 2 0 14 4 0 11 3 8 0 0 0 5 7
4,94,0 0 15 8 0 0 0 5 7 0 10 0 12 0 0 14 0 5 4 2 3 0 0 8 12 0 16 14 0 11 0 15 14 0 12 13 6 10 0 16 0 2 0 3 5 4 0 9 0 0 0 0 0 12 13 0 4 8 9 5 3 2 0 7 1 2 5 0 0 3 10 4 9 7 11 8 14 0 13 16 4 3 0 9 5 0 7 6 0 0 0 16 10 0 11 0 7 10 13 0 9 16 0 11 3 0 0 12 8 6 4 5 12 11 16 0 13 0 8 14 5 0 0 10 7 9 0 0 0 0 0 0 0 6 0 13 11 12 0 0 0 0 5 0 5 6 7 10 2 11 1 0 0 3 14 15 13 8 0 4 8 0 0 0 16 0 5 0 2 0 0 13 9 7 1 6 0 15 9 16 10 0 4 0 6 5 1 0 11 14 0 2 10 0 1 3 8 13 0 0 0 14 12 2 6 0 9 0 9 14 2 0 4 5 0 1 13 0 0 6 16 10 15 0 15 0 6 7 0 9 12 2 0 16 5 1 4 3 0 13 16 13 11 5 0 0 0 10 8 0 0 4 2 0 7 1
4,94,8 13 7 12 1 3 0 4 0 0 0 10 11 14 15 16 6 0 14 2 0 0 0 0 0 15 16 0 3 0 13 12 0 0 0 3 5 0 11 0 8 0 13 0 0 0 10 0 4 9 10 0 13 14 0 16 3 0 7 12 0 0 8 6 0 2 3 4 12 5 0 0 0 7 14 0 13 16 11 0 5 0 8 0 11 2 0 0 10 0 1 13 0 9 0 14 9 10 11 14 0 0 0 0 0 12 0 4 6 8 5 3 12 15 13 16 14 9 0 8 0 0 5 3 0 0 1 7 7 0 4 5 8 0 0 0 2 3 6 16 14 15 0 10 0 0 9 13 6 0 16 5 4 14 10 15 0 0 7 1 10 0 6 0 3 4 0 0 0 1 8 9 16 13 2 5 14 12 16 0 10 15 0 0 0 0 11 5 0 3 6 4 0 0 2 1 15 16 5 14 13 0 12 6 4 0 0 11 0 14 12 6 4 10 8 0 0 0 15 7 1 0 3 2 16 4 5 9 2 0 12 0 11 10 3 0 0 6 0 8 11 0 15 10 0 0 6 3 14 0 0 2 0 0 16 13
4,94,0 0 0 1 2 0 6 7 0 0 10 0 0 14 15 0 2 16 8 15 1 3 0 9 0 13 14 0 0 0 0 0 14 5 9 11 10 8 13 12 0 6 15 16 0 3 4 7 0 0 13 10 11 15 14 16 3 0 12 0 5 2 0 9 0 0 0 3 15 14 0 13 6 11 5 0 0 12 16 10 6 7 0 0 5 0 12 0 4 2 16 0 0 15 14 13 0 9 0 0 3 16 2 10 7 14 13 15 0 0 6 1 13 14 0 16 8 6 0 0 0 12 3 9 0 5 2 11 8 1 2 6 9 0 11 0 15 3 0 13 12 16 7 5 3 11 5 4 0 0 15 1 16 10 0 14 0 9 0 2 0 12 0 0 4 0 16 8 1 5 2 0 11 10 3 15 0 0 16 0 0 2 0 5 0 9 11 0 14 6 0 4 11 3 12 0 13 0 0 0 14 16 0 2 0 0 5 6 10 8 1 9 0 7 5 0 0 0 6 0 15 0 0 0 16 0 14 5 12 11 0 0 0 0 1 10 2 4 9 0 4 0 6 0 14 0 10 3 12 0 0 0 0 7 11 8
4,94,0 1 8 0 0 0 5 4 6 0 10 0 14 12 0 0 0 2 14 3 1 0 6 9 4 0 0 0 0 0 10 13 4 5 0 10 8 11 13 15 1 0 12 14 0 0 0 7 9 7 0 15 0 12 0 0 2 8 13 11 3 1 5 0 2 3 4 5 0 0 0 1 9 10 6 8 11 14 16 12 1 0 0 8 16 5 4 3 11 12 14 0 0 0 0 0 0 9 12 13 14 2 11 10 3 0 0 7 0 0 0 8 10 0 11 16 9 6 12 0 5 0 0 13 7 2 0 1 3 4 0 0 0 0 0 11 0 14 9 0 13 0 0 10 7 0 0 9 0 10 0 0 12 0 16 5 6 3 11 14 0 13 15 12 3 0 2 7 0 6 11 0 16 0 1 0 11 16 10 0 6 0 9 12 0 13 0 3 15 5 4 2 8 10 3 0 12 0 1 0 0 11 5 15 4 13 7 6 14 11 0 7 15 16 8 0 0 0 0 12 0 0 2 0 6 15 13 1 0 4 3 0 14 0 2 10 12 16 0 11 0 0 5 4 0 0 10 0 7 1 8 6 9 0 14 0
4,94,4 1 2 0 5 0 0 7 9 0 0 11 13 16 0 15 14 0 0 0 1 2 8 4 3 0 16 15 0 11 12 9 15 12 9 16 10 11 14 0 1 0 4 7 0 3 0 0 0 0 0 0 0 12 16 15 0 6 0 14 0 0 0 4 0 2 5 7 3 0 0 14 10 0 6 9 0 12 0 13 0 0 6 9 7 1 15 12 13 0 0 0 10 0 16 14 10 14 16 12 0 5 13 11 4 15 0 3 0 7 0 0 0 11 13 15 2 10 9 6 12 0 0 16 0 1 3 5 2 7 0 4 0 14 5 9 6 16 11 0 15 10 8 0 5 6 3 11 0 0 10 8 0 0 13 1 0 0 7 0 13 16 15 14 4 7 11 0 0 0 3 0 12 0 0 0 9 8 12 10 0 6 2 3 7 5 15 0 14 13 0 11 6 9 0 1 14 0 0 5 0 0 7 2 8 15 11 10 0 0 0 0 0 9 7 16 15 3 10 8 0 0 0 1 0 10 0 0 0 8 1 0 0 4 5 0 0 9 13 12 0 15 8 2 0 4 12 10 0 0 9 13 3 0 5 7
4,94,0 6 0 0 1 0 2 4 0 0 8 0 11 10 0 14 10 0 0 11 5 0 6 12 0 1 0 0 0 13 0 0 4 3 9 14 8 10 0 15 0 0 13 16 1 7 5 6 5 1 0 12 0 13 14 0 10 6 0 15 2 0 3 8 0 4 3 5 11 16 0 13 7 8 6 10 14 9 15 12 1 0 10 0 14 6 8 9 4 3 0 0 0 0 11 0 6 8 0 9 0 5 12 7 0 15 16 13 0 1 10 2 12 13 14 0 0 0 4 10 9 11 1 5 3 0 0 7 3 0 0 4 7 12 13 0 0 0 0 14 0 0 9 11 7 11 12 8 0 0 10 6 1 0 0 0 13 2 0 5 9 16 0 0 0 0 5 14 0 13 15 0 0 0 0 4 13 14 15 0 16 0 3 11 8 4 5 7 6 12 1 10 8 0 0 0 12 11 15 3 0 0 0 6 0 5 0 16 16 0 2 0 0 14 0 0 0 0 4 1 0 11 8 3 0 0 0 7 10 8 16 0 11 0 3 2 15 6 4 9 11 0 5 0 0 4 0 2 16 10 12 8 0 14 13 1
4,94,0 0 0 8 2 3 4 0 0 7 9 10 11 15 14 0 6 4 7 0 8 1 0 10 0 11 0 14 0 0 13 12 0 10 0 11 0 7 12 14 3 5 13 15 4 1 0 0 5 14 3 0 0 15 0 11 1 0 8 12 6 0 9 10 2 6 0 0 1 9 0 3 8 12 0 0 0 16 11 15 1 3 5 12 0 0 6 0 15 16 0 9 0 13 10 4 0 9 0 14 0 10 0 16 0 1 2 3 0 12 0 6 0 0 13 0 12 8 7 0 0 0 14 4 0 2 0 3 4 0 0 5 0 11 15 0 0 3 0 16 13 10 2 14 3 2 0 0 5 16 14 0 0 10 0 1 0 0 6 0 7 0 12 6 10 4 0 8 0 13 11 2 0 0 3 5 0 13 16 10 0 6 2 7 9 8 12 5 15 11 4 0 9 5 0 0 7 12 0 0 0 0 3 11 10 4 15 13 0 0 14 3 16 5 10 1 13 15 4 0 2 0 12 9 12 16 6 4 15 0 3 9 10 2 0 0 0 0 0 0 0 0 10 13 0 2 11 0 12 0 0 6 0 3 16 8
4,94,0 16 0 5 1 0 3 0 7 0 10 0 0 13 14 0 7 12 3 6 4 0 0 8 1 13 14 0 10 2 15 16 13 8 1 9 0 0 0 0 12 0 15 16 0 0 3 0 11 2 0 10 12 0 0 0 4 3 6 5 1 0 0 9 0 3 0 0 0 6 0 9 10 0 0 13 0 11 16 8 5 0 8 0 0 15 0 0 9 0 16 0 14 3 0 4 0 7 11 16 10 4 2 0 5 0 8 15 6 12 13 0 0 14 12 0 13 0 8 1 6 4 11 3 5 9 0 7 0 0 0 7 6 8 12 5 0 11 13 14 16 15 9 10 2 9 0 8 14 7 0 0 16 5 12 1 0 0 11 3 0 5 0 14 0 0 0 0 8 15 0 0 0 6 0 2 15 10 0 11 2 0 1 13 3 0 4 0 0 14 12 0 8 4 5 0 0 3 0 7 11 10 0 12 9 16 6 14 6 15 10 3 9 0 0 2 14 0 1 0 11 8 5 13 0 0 0 12 8 0 0 10 13 6 3 4 0 1 7 0 14 13 0 2 0 1 6 11 0 0 5 0 3 10 4 12
4,94,0 0 0 2 3 0 5 0 0 9 10 0 13 14 0 16 11 0 14 8 1 7 0 9 0 0 13 0 4 10 6 12 13 4 0 10 12 0 16 15 1 2 6 0 0 0 9 0 15 6 0 16 0 10 14 11 5 0 12 7 0 0 0 8 1 3 4 5 9 2 15 13 0 6 0 0 0 12 16 0 2 8 11 9 10 1 6 7 0 12 16 4 15 3 5 0 6 0 0 12 8 0 3 0 0 0 0 0 9 0 0 0 14 13 0 15 0 0 4 5 2 1 3 9 7 0 8 10 0 1 0 6 0 0 7 0 11 10 0 3 12 0 14 9 0 0 10 11 4 0 12 16 0 13 8 0 0 0 1 0 5 0 0 13 0 0 0 1 6 16 9 12 10 4 7 3 0 12 15 0 6 3 0 10 0 14 1 0 8 0 11 0 0 2 0 3 0 6 8 12 0 0 0 13 1 0 10 0 8 15 6 1 16 9 13 4 12 0 5 10 14 11 0 0 10 11 0 0 0 5 1 0 9 7 2 6 0 8 0 4 9 16 12 4 7 11 10 2 15 0 0 1 0 5 13 6
4,94,9 2 5 8 1 0 4 6 7 11 0 13 0 14 15 0 4 0 12 13 2 0 7 8 1 0 0 0 0 6 0 11 1 15 16 0 0 11 10 0 2 3 0 6 4 0 0 13 0 0 11 0 0 14 15 0 4 9 0 8 0 0 0 5 5 1 0 6 0 16 0 9 0 0 7 11 13 10 14 15 2 3 7 0 0 0 12 11 10 0 13 0 5 16 6 1 8 11 13 0 0 10 0 14 0 1 0 15 0 0 0 9 10 0 15 16 0 0 13 1 3 0 0 2 7 12 0 0 12 4 0 2 5 9 8 13 0 7 6 0 14 0 0 10 0 0 0 10 14 1 0 4 13 0 0 5 11 0 12 0 0 0 9 15 10 12 3 2 16 14 0 0 6 5 13 0 13 0 14 0 0 7 11 15 9 0 2 12 0 4 1 3 6 5 0 1 8 0 0 10 0 0 11 9 16 7 2 0 16 0 10 7 11 13 0 5 14 0 0 4 15 0 3 6 15 9 2 0 12 0 6 3 5 16 1 7 10 0 8 14 14 13 8 4 0 2 0 7 15 6 0 10 0 0 5 0
4,94,16 5 6 1 2 4 0 0 9 8 0 11 14 12 0 15 0 7 11 3 1 5 0 0 12 13 15 0 2 4 0 9 0 15 2 9 8 14 12 0 3 1 0 4 5 0 0 0 14 12 0 0 9 11 16 15 0 0 0 7 1 0 10 8 1 2 3 0 16 13 8 0 4 9 7 0 11 0 15 12 4 0 7 8 0 0 15 1 0 14 0 16 3 10 9 5 9 10 0 11 14 0 5 4 6 0 0 1 7 0 0 13 0 13 14 16 7 3 10 0 11 0 5 8 4 2 1 0 2 0 0 0 10 9 0 0 1 7 14 0 15 0 5 4 7 4 0 0 0 0 13 0 0 0 0 0 0 0 0 1 5 0 0 14 6 1 2 8 15 16 4 13 10 11 3 0 13 11 0 15 4 0 0 0 0 10 9 0 0 0 12 2 0 0 5 0 13 0 0 0 0 4 11 0 0 1 2 3 0 0 0 0 5 8 0 11 10 12 1 2 6 0 7 14 11 1 0 12 15 0 7 2 14 3 8 0 13 0 0 16 15 14 4 2 0 16 0 0 7 6 13 5 8 0 11 10
4,94,9 13 11 4 0 2 3 0 7 0 8 10 12 0 15 16 10 1 0 7 4 0 0 13 12 15 14 16 2 3 0 0 0 0 14 5 0 15 0 16 3 0 4 11 8 0 9 13 0 15 0 16 0 0 11 14 0 9 6 13 1 0 0 0 2 0 4 6 0 0 1 0 9 0 5 12 0 15 16 0 1 0 9 0 2 0 16 5 14 0 0 15 10 13 0 0 5 11 0 14 3 4 7 12 16 10 13 1 6 0 0 9 12 0 0 13 0 14 15 11 0 8 3 0 0 1 0 0 0 0 0 2 11 3 10 9 13 6 16 0 14 7 12 15 0 6 3 9 13 0 0 15 10 11 0 7 4 0 1 0 7 0 0 15 6 0 8 1 5 14 2 4 0 11 13 3 0 14 13 0 0 7 2 4 1 0 15 9 16 6 0 10 0 4 0 0 12 0 0 7 0 16 0 14 0 0 11 6 14 12 6 0 0 0 0 3 11 2 1 0 7 16 0 8 16 8 7 0 14 11 0 0 15 13 0 0 3 0 0 5 15 9 0 11 16 0 6 0 4 0 7 0 13 2 14 1
4,94,1 0 16 12 3 0 5 0 6 0 9 10 0 13 0 0 0 15 10 11 1 6 9 7 0 2 13 5 0 12 0 0 4 9 0 0 8 11 0 0 1 14 15 16 3 0 5 0 3 0 5 6 0 0 0 15 0 7 11 12 0 2 9 10 2 1 3 4 9 0 8 0 5 11 10 7 12 16 13 0 0 12 8 9 0 10 0 6 13 1 16 2 0 4 15 0 0 0 11 16 13 12 7 1 0 3 4 0 8 0 0 9 0 0 14 15 0 0 4 0 0 9 0 6 5 1 0 11 8 2 1 0 4 0 12 11 14 6 3 13 0 15 10 5 6 4 0 0 0 0 2 8 0 16 0 0 13 3 0 0 12 3 15 5 7 16 14 13 2 10 0 9 0 11 4 1 11 16 13 0 0 0 0 0 12 15 0 0 0 7 8 2 16 5 0 1 0 0 6 2 0 12 0 8 15 0 0 0 13 10 4 3 11 14 0 0 0 0 0 15 0 8 0 12 9 0 12 0 0 0 0 0 10 13 6 1 2 5 0 0 15 11 6 0 12 8 13 5 0 4 7 3 10 14 0 16
4,94,6 4 2 3 0 0 0 7 9 0 0 12 13 14 15 16 16 0 0 11 2 3 0 6 1 0 0 0 8 0 10 12 13 7 0 8 10 9 11 14 2 0 16 15 0 6 0 5 9 10 1 0 0 13 15 0 0 6 8 0 2 4 7 11 0 0 0 0 11 2 3 0 8 9 0 13 10 0 16 0 0 3 7 0 8 1 0 15 14 16 4 0 0 12 5 6 0 0 14 10 9 16 6 0 15 5 12 0 0 2 0 7 0 0 0 16 0 14 7 0 3 2 0 0 0 1 8 9 3 1 0 0 4 7 10 0 0 0 9 0 0 8 14 0 4 9 11 12 6 15 14 13 7 0 2 8 5 0 1 3 7 14 16 0 0 0 0 0 4 1 15 5 9 11 0 0 0 8 0 15 16 11 0 9 0 3 14 0 7 0 0 0 0 0 3 0 14 4 0 0 0 15 0 0 6 10 0 13 10 16 0 7 15 0 0 1 13 12 0 9 14 0 2 4 15 6 9 5 0 12 2 3 10 0 1 4 0 7 11 0 0 0 13 4 7 10 16 11 6 0 3 2 15 5 9 1
4,94,1 9 0 12 2 3 0 0 8 0 11 0 0 15 16 14 0 7 16 10 1 5 0 0 0 2 0 14 6 0 11 12 3 8 0 6 7 10 14 0 4 12 0 0 2 1 5 0 14 0 0 0 12 13 0 16 0 5 6 9 0 0 0 0 0 0 0 5 16 7 12 14 0 9 0 8 0 10 15 13 4 0 0 8 9 0 0 13 0 11 1 15 14 0 12 0 0 0 0 15 0 0 0 0 10 13 0 0 0 9 4 6 0 0 0 16 4 0 0 15 0 14 2 7 5 3 1 0 5 3 0 0 6 8 9 12 11 0 10 13 15 14 0 0 7 4 0 0 0 14 13 1 2 15 9 0 16 12 10 5 10 16 15 13 5 0 11 7 0 0 3 12 0 0 6 1 0 0 12 14 10 0 16 2 0 4 0 1 0 0 3 11 0 0 4 0 15 9 6 3 16 10 14 0 12 0 2 7 0 15 6 3 14 0 0 10 13 1 7 2 4 11 9 16 12 11 2 7 13 16 0 4 0 0 8 5 10 0 0 15 16 14 10 9 0 2 7 0 15 6 12 0 0 5 13 3
4,94,0 0 16 0 0 3 4 5 0 0 10 9 11 12 0 0 13 0 3 9 0 0 8 0 0 11 0 14 0 5 0 15 8 6 14 0 0 10 12 0 0 2 15 16 1 3 7 4 11 12 2 0 0 0 14 16 1 3 0 7 0 8 10 9 2 3 5 7 4 0 1 13 9 8 14 0 10 15 12 16 1 0 6 0 15 14 0 0 10 0 2 0 0 9 11 0 9 11 10 13 0 2 0 0 15 0 0 0 4 14 0 8 12 0 15 0 8 5 0 0 7 13 4 0 0 0 6 0 0 0 4 6 0 7 9 10 16 0 1 15 0 11 8 12 0 7 0 11 3 8 0 14 2 4 13 0 16 0 9 0 10 0 0 12 0 16 2 6 3 5 0 0 14 4 0 7 0 8 9 14 12 0 0 0 6 0 11 0 0 2 0 0 0 0 8 1 16 12 3 0 11 0 6 0 9 7 14 10 0 9 0 2 10 4 0 8 14 0 7 1 0 13 0 3 0 13 7 0 14 9 6 1 0 10 0 4 5 0 2 11 0 16 12 10 7 13 11 15 5 9 3 2 0 6 4 1
4,94,0 0 0 0 1 3 2 4 0 0 8 9 11 13 12 0 4 1 0 0 6 5 7 8 3 0 15 2 0 14 10 16 2 0 0 0 0 10 11 0 0 0 16 0 0 4 0 7 6 0 9 3 0 12 16 14 4 0 7 11 1 5 0 2 1 2 0 7 3 15 0 6 9 11 5 0 0 16 14 0 0 6 10 0 5 2 14 1 0 16 0 4 15 0 9 11 0 12 13 14 10 0 0 11 7 0 2 0 5 8 3 6 5 0 0 16 12 0 9 13 0 0 3 6 0 1 2 10 7 3 1 2 0 0 0 5 0 0 10 16 14 0 11 12 0 0 0 13 0 0 15 12 0 7 9 14 0 0 0 1 0 14 12 9 7 8 10 16 2 3 0 15 13 6 5 0 10 16 6 15 0 14 1 3 5 4 12 13 0 0 0 0 0 5 0 1 16 13 0 2 0 0 4 7 6 11 15 8 15 0 2 0 14 11 0 9 16 1 6 8 0 0 0 3 0 8 7 11 15 0 6 10 0 12 14 0 0 0 1 0 13 0 3 0 8 1 12 7 0 2 11 0 0 10 0 0
4,94,0 7 3 4 1 5 2 6 0 0 0 11 12 0 13 0 0 0 10 8 3 9 4 0 0 14 0 15 1 0 0 0 2 0 0 0 10 12 13 0 4 0 0 3 0 6 8 0 1 0 13 0 0 8 16 14 0 6 0 7 0 9 4 10 0 0 5 6 15 2 3 0 0 8 12 0 13 16 14 0 0 2 7 9 12 11 14 0 6 0 1 13 8 10 15 4 8 10 0 13 16 0 0 1 15 2 4 14 6 3 12 5 12 14 15 16 8 4 0 0 5 11 0 10 2 1 7 0 0 0 0 5 4 14 0 9 10 13 15 12 16 8 11 1 0 0 1 0 0 6 0 12 0 4 2 16 14 0 0 0 0 0 0 15 13 3 1 0 0 0 11 8 0 7 2 6 0 16 0 11 0 10 15 0 1 7 9 6 0 0 5 3 10 0 6 7 0 0 12 0 13 0 8 1 0 2 3 0 14 13 0 1 0 15 8 0 11 12 7 2 9 5 10 16 0 12 0 2 0 0 10 11 9 0 6 5 7 4 0 0 11 9 0 3 0 1 5 2 16 0 14 0 15 0 0 0
