n,k,pzl
3,50,6 0 0 0 0 0 0 0 0 0 8 0 0 0 9 4 0 0 0 5 0 4 0 8 0 0 0 0 0 0 8 2 0 7 6 0 0 7 6 0 0 0 9 8 0 0 0 0 0 9 7 0 0 4 0 9 0 2 8 0 0 3 1 0 0 0 7 0 3 0 4 0 3 1 0 0 0 6 0 5 7
3,50,6 3 0 4 1 5 0 0 0 0 0 0 0 8 0 0 1 0 9 0 0 0 3 0 2 4 0 1 7 0 0 0 4 0 0 0 0 0 9 0 0 6 0 7 0 2 0 6 0 0 0 5 0 1 0 6 1 0 0 0 3 0 7 0 0 7 0 0 3 0 0 0 5 2 0 0 0 0 0 6 9
3,50,8 0 4 1 0 3 6 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 8 0 0 0 2 9 0 0 1 0 5 0 0 7 8 0 0 0 0 0 0 1 0 5 2 0 0 4 0 0 0 6 1 0 0 2 0 0 0 0 1 7 6 0 0 1 0 2 9 5 0 8 4
3,50,0 0 0 0 2 0 0 0 0 3 6 0 1 0 8 4 5 0 0 0 4 0 6 9 0 0 0 0 0 0 0 9 0 0 0 0 5 0 7 2 0 0 0 6 0 0 0 0 4 0 3 1 7 0 0 5 0 7 0 0 0 9 8 0 0 3 0 4 0 6 0 0 0 2 8 0 3 0 5 0 7
3,50,0 0 0 0 3 0 0 0 8 0 0 0 0 0 0 0 4 1 1 0 0 0 0 0 2 0 0 0 0 8 7 0 9 4 6 0 4 0 0 6 0 0 0 0 2 0 2 0 5 0 8 7 0 0 5 0 3 0 0 0 0 2 7 9 6 0 0 0 2 0 0 0 7 0 2 8 0 1 0 3 6
3,50,7 8 0 0 0 0 0 9 0 3 0 0 6 0 0 0 1 0 1 6 0 0 0 7 3 8 0 0 0 0 0 7 0 0 0 0 4 0 0 2 0 0 9 7 0 0 0 7 0 0 4 0 0 0 0 2 0 7 6 1 0 5 0 0 0 0 0 4 0 7 3 6 0 0 4 0 9 3 0 0 8
3,51,0 5 0 3 0 0 7 9 8 0 3 0 1 9 0 4 0 0 0 4 0 0 2 8 0 0 0 2 6 0 0 0 0 9 0 0 0 0 0 2 0 0 0 8 6 0 0 0 0 0 0 0 1 2 0 0 0 7 5 0 6 3 0 9 0 0 0 8 0 2 0 4 0 0 6 0 3 0 0 0 0
3,51,0 9 4 1 0 0 0 0 0 0 5 7 3 0 4 0 0 0 6 0 0 0 7 9 0 0 3 0 0 0 8 0 3 4 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 1 0 0 3 0 0 2 0 0 0 0 4 5 0 6 8 3 0 0 8 2 0 9 3 0 0 7 0
3,51,0 0 0 1 0 0 8 7 0 4 1 0 0 0 0 0 0 0 0 0 0 5 0 8 0 0 0 3 4 0 0 1 5 9 0 8 0 0 9 0 8 2 0 6 4 8 0 0 4 0 0 5 0 0 0 0 0 0 4 3 0 0 0 9 0 0 0 0 0 4 0 0 6 0 4 0 5 0 0 8 7
3,51,2 6 4 0 5 0 0 7 0 7 0 5 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 2 6 0 3 4 0 0 0 0 0 0 0 0 0 4 0 6 5 0 0 7 6 0 0 0 0 0 9 0 0 0 5 0 0 1 0 0 3 6 0 2 7 4 0 4 1 2 0 0 0 6 0 0
3,51,7 0 0 2 8 3 0 0 0 0 0 6 0 0 0 2 0 0 2 0 0 0 0 0 0 0 5 0 0 5 0 0 9 0 1 0 0 0 7 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 8 0 7 6 0 3 6 0 4 0 2 1 0 5 8 9 3 8 6 0 0 0 2 1
3,51,0 0 0 0 0 0 0 0 8 6 0 7 1 0 4 2 0 0 0 0 0 5 6 0 0 4 0 1 0 6 4 0 5 0 0 0 0 0 0 7 0 0 3 0 0 0 0 0 0 0 8 6 0 0 0 0 5 6 7 1 0 2 0 0 0 2 8 5 3 0 7 0 0 0 0 9 4 0 0 5 0
3,51,1 0 2 3 0 0 7 0 0 6 8 5 0 7 0 4 0 0 0 3 0 0 8 9 1 0 0 0 0 6 8 2 7 0 0 0 0 0 0 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 9 0 8 0 0 0 0 1 5 3 0 0 4 7 0 0 0 2 0 0 0 0 9
3,51,0 4 2 0 0 7 0 8 9 1 3 5 0 0 8 6 2 0 0 0 7 0 0 0 0 0 0 4 1 0 2 0 0 0 0 5 0 0 0 9 0 6 4 1 0 0 7 0 0 0 0 0 0 0 0 0 0 8 0 4 0 0 0 0 0 0 6 0 9 1 5 0 5 0 0 7 0 1 0 0 0
3,51,4 3 9 0 0 0 6 0 0 0 5 1 6 0 0 0 0 0 6 0 0 0 9 7 5 0 3 0 4 0 0 8 0 2 0 0 0 0 0 0 5 4 0 0 1 9 0 0 2 6 3 0 0 0 0 0 4 0 0 1 0 0 0 0 9 3 8 0 0 0 0 0 0 0 0 0 4 0 7 9 0
3,51,3 1 9 0 0 5 6 8 7 0 6 7 3 0 8 2 0 0 5 0 8 0 0 7 0 0 0 1 0 0 7 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 8 8 0 0 0 9 6 0 3 0 0 0 6 0 0 0 0 7 0 9 0 0 0 0 0 0 6 1
3,51,7 3 0 0 0 5 0 0 0 0 0 0 0 9 0 1 5 8 0 9 0 0 8 0 3 7 0 0 0 0 0 0 2 8 9 0 3 8 9 5 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 7 3 0 0 0 0 0 0 0 5 0 0 3 0 9 8 0 0 0 0 6 7 0 5 0 3
3,51,0 0 0 1 0 0 0 7 0 4 0 0 0 9 7 1 0 3 0 1 0 0 6 0 0 0 0 1 3 0 0 5 2 0 8 0 2 0 0 0 0 0 0 0 0 0 9 0 4 0 0 0 2 7 5 0 0 9 0 0 2 0 0 3 0 2 6 4 0 0 0 5 0 0 6 0 0 0 8 3 0
3,51,7 0 3 1 5 0 8 0 9 8 0 0 0 0 0 2 7 1 0 1 9 7 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 5 6 0 3 0 0 0 0 0 7 0 2 0 4 0 0 5 0 4 0 0 0 6 0 0 0 0 0 0 4 6 0 2 0 0 0 8 0 3 5 0 0 0
3,51,0 0 0 0 6 2 3 0 0 8 0 0 0 5 0 1 0 0 4 1 2 0 0 0 0 9 5 0 0 7 0 3 6 0 0 0 0 0 9 0 2 0 0 0 3 0 5 8 0 0 1 0 0 0 2 0 6 0 0 0 0 0 1 0 0 0 0 1 5 0 3 0 0 8 1 0 0 3 0 0 6
3,51,9 0 0 1 0 0 6 0 0 6 0 2 0 0 5 0 0 3 3 0 0 0 0 2 0 5 9 1 0 0 5 0 0 0 0 0 0 9 0 0 1 0 8 2 5 8 0 0 4 2 7 0 0 0 0 3 6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 4 8 2 0 1 0 0 0
3,51,0 0 4 0 2 0 5 0 0 9 0 0 5 0 0 0 0 6 0 2 3 0 6 9 0 0 0 0 0 6 0 0 0 9 4 0 0 0 7 0 9 6 0 0 5 0 4 9 0 0 0 6 0 0 0 0 0 7 5 8 0 0 0 0 0 0 9 0 2 8 6 4 0 9 0 6 0 0 0 0 0
3,51,0 0 0 0 0 0 8 9 6 0 1 0 7 0 0 2 5 3 0 8 0 0 2 0 0 4 0 0 0 0 6 7 0 3 0 0 6 0 0 0 8 4 0 1 0 8 0 0 0 0 0 0 0 0 0 5 4 0 0 0 6 3 9 2 0 0 4 0 0 0 0 0 9 6 0 3 5 0 0 0 0
3,51,0 0 0 0 0 4 0 7 0 0 0 7 3 0 0 4 5 0 0 0 8 0 5 0 1 2 0 4 7 6 0 3 0 0 8 0 0 0 0 0 7 0 2 0 0 0 0 0 6 0 8 7 0 0 0 0 0 0 9 0 0 0 2 0 9 0 0 1 7 0 4 0 2 5 0 4 0 3 0 0 0
3,51,6 0 7 5 1 0 0 0 9 0 1 0 0 0 0 0 0 2 0 4 9 2 0 0 0 3 0 0 0 4 0 0 0 0 9 0 0 0 0 0 8 7 0 6 4 7 0 8 0 0 0 0 2 0 0 0 0 0 0 0 8 4 0 4 0 2 7 0 0 0 5 0 5 0 0 0 4 0 2 1 0
3,51,0 0 0 0 5 0 0 0 9 8 0 0 2 1 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 6 4 9 0 0 0 0 4 0 0 2 0 0 0 6 9 0 0 0 0 4 0 2 0 0 0 6 0 0 8 0 0 7 3 2 9 0 0 0 4 0 9 8 6 5 0 3 0 0 7
3,51,0 2 9 3 0 0 0 0 7 0 5 0 0 0 0 0 9 8 7 0 0 0 9 0 0 0 0 2 0 6 1 0 0 8 4 9 0 9 0 6 0 0 0 0 0 4 8 0 0 0 0 3 1 0 0 1 7 5 0 2 0 0 4 0 0 0 0 0 1 0 0 0 5 4 8 0 0 0 0 0 0
3,51,0 0 0 0 0 0 0 0 9 0 0 0 0 0 9 6 4 0 9 0 0 0 0 0 2 0 0 0 2 0 6 5 0 0 8 0 0 0 0 0 0 0 0 5 6 0 5 0 3 0 0 1 2 0 0 3 0 4 2 0 7 9 0 6 0 0 8 0 0 5 1 0 8 0 2 0 1 0 4 0 3
3,51,3 5 0 1 0 2 0 8 0 0 0 0 0 0 0 0 0 6 0 0 9 8 0 0 0 0 0 2 3 0 6 0 0 0 0 0 0 0 0 5 0 8 0 7 0 9 0 0 3 0 1 0 0 0 5 9 0 2 8 6 0 0 7 0 4 0 7 1 5 0 0 0 8 7 0 0 0 0 6 0 0
3,51,9 7 0 0 0 0 0 0 0 2 0 0 0 0 8 6 0 0 3 1 0 0 0 6 4 0 0 0 0 0 0 2 0 0 0 4 0 8 0 0 6 5 0 0 1 0 3 9 0 0 0 2 0 0 5 2 7 6 4 0 0 0 0 8 0 1 7 3 0 0 0 6 0 0 0 8 5 0 0 0 0
3,51,0 0 7 0 0 0 0 0 6 0 2 0 0 0 0 5 0 0 8 0 3 5 4 9 2 0 0 0 0 6 0 0 0 0 0 8 2 0 9 0 0 0 6 5 0 5 0 4 0 9 0 0 0 3 0 0 5 0 0 3 8 4 0 0 4 0 8 6 0 0 9 0 0 9 0 7 0 0 0 0 0
3,51,0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 3 7 1 6 0 1 7 0 9 0 0 0 1 0 2 0 0 3 0 0 0 0 0 0 8 0 0 9 0 0 8 0 3 0 5 6 7 1 2 0 0 5 6 0 8 0 0 7 0 0 0 0 0 7 0 0 6 0 0 0 3 9 0 0 8 0
3,51,0 0 5 2 0 0 0 4 0 6 9 3 1 0 0 2 0 0 0 4 0 7 0 9 0 6 3 0 0 0 5 0 1 0 9 0 0 0 9 6 4 7 0 0 0 0 2 6 0 0 0 5 0 0 0 5 1 0 9 0 7 3 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0
3,51,0 0 0 0 4 7 0 0 0 0 1 7 0 0 0 0 3 6 0 0 0 3 0 0 0 0 7 0 3 6 0 0 1 0 5 8 0 0 8 9 3 2 0 4 0 0 0 0 0 8 5 7 0 0 3 7 2 0 0 0 0 0 0 0 0 1 0 2 0 8 7 0 0 0 0 0 1 6 0 0 0
3,51,0 9 0 0 2 0 6 4 8 0 0 0 0 0 8 0 0 0 4 0 8 0 6 9 1 0 7 0 0 0 0 8 0 0 0 0 0 8 0 0 0 0 0 0 1 9 0 5 0 0 0 7 0 0 0 5 4 0 0 6 8 0 3 0 7 0 8 0 5 9 0 0 0 6 9 0 0 0 0 7 0
3,51,7 1 6 2 3 0 0 0 0 0 3 0 7 0 9 0 6 0 0 9 4 8 1 0 0 2 0 0 2 0 0 0 0 0 0 0 4 0 0 1 0 8 0 9 0 0 0 0 0 4 7 0 0 0 0 7 0 0 0 0 0 0 6 6 5 0 3 7 0 0 8 0 0 0 0 0 0 1 0 7 0
3,51,0 0 7 0 1 0 0 8 9 0 0 1 0 9 0 0 7 0 9 0 0 7 0 0 0 0 0 1 0 3 6 0 0 0 0 0 0 0 9 3 4 0 0 0 5 0 7 0 1 8 0 0 0 2 0 1 2 0 5 0 0 0 6 3 0 0 0 0 0 0 0 0 0 5 8 9 6 0 0 3 0
3,51,2 0 1 0 0 0 7 8 0 3 0 0 0 0 0 0 0 4 0 0 8 0 0 9 5 0 0 0 3 0 9 0 7 0 0 8 4 0 0 0 0 0 3 7 2 0 0 0 0 3 0 0 9 0 9 6 0 5 0 0 8 3 1 0 0 0 0 0 0 9 2 7 8 0 7 0 0 0 0 0 0
3,51,0 0 0 0 3 0 0 5 0 0 3 0 0 0 5 6 0 0 0 0 2 0 7 0 0 4 0 0 1 8 7 6 0 0 9 0 0 0 0 0 0 9 1 3 0 5 0 0 0 4 1 0 7 2 0 0 0 8 2 0 5 0 0 7 0 0 0 0 0 0 0 3 0 0 0 4 0 3 9 6 0
3,51,0 0 0 0 0 0 0 7 9 0 0 5 0 0 7 1 0 0 0 0 8 3 0 9 6 0 5 1 6 0 0 3 0 4 0 0 0 3 0 0 7 0 0 0 0 7 5 0 0 0 0 3 0 0 9 0 6 0 2 0 7 4 3 0 1 3 7 6 0 0 0 0 0 0 0 0 0 0 2 0 0
3,51,0 0 0 0 2 0 0 0 0 0 5 9 0 0 3 2 0 0 1 0 0 0 0 0 3 0 4 0 0 0 0 9 6 0 1 0 0 0 0 2 8 0 0 0 9 0 9 0 0 5 0 0 6 0 9 0 0 0 4 0 0 3 0 0 1 0 9 3 0 4 0 0 3 0 8 5 1 7 0 0 6
3,51,0 0 5 6 1 4 7 0 0 4 0 0 7 8 0 2 0 0 0 0 0 0 3 5 0 6 0 6 0 0 1 0 0 0 0 7 0 5 0 8 0 6 3 1 0 0 0 0 4 0 3 0 0 0 0 0 3 5 2 0 0 0 6 0 0 7 0 0 8 0 0 0 0 0 0 0 0 1 5 0 0
3,51,4 9 0 0 0 0 0 0 7 0 3 1 0 0 0 9 2 0 0 0 0 0 0 0 0 0 6 1 0 7 0 0 0 8 0 0 3 6 0 0 0 7 0 4 2 5 0 0 0 0 8 6 0 0 6 0 2 0 5 0 0 0 9 0 0 4 0 0 1 2 0 0 8 7 0 9 0 2 0 0 0
3,51,2 0 0 0 4 3 0 0 0 4 1 0 0 0 0 0 5 0 7 3 9 0 0 0 1 4 2 0 0 0 0 3 1 0 0 9 1 0 8 2 0 0 0 0 3 9 2 0 0 0 0 7 0 0 8 0 0 0 5 4 0 7 0 0 0 0 0 0 0 0 0 4 0 9 0 0 0 0 0 3 6
3,51,7 0 6 0 0 0 0 8 0 9 0 0 0 0 7 0 0 0 1 0 3 0 0 0 0 5 7 0 0 7 8 0 0 0 1 0 6 0 4 2 0 5 0 0 8 0 0 0 0 0 0 9 2 0 8 7 0 0 6 0 0 0 1 0 1 0 0 0 4 0 6 2 4 6 0 0 0 0 0 9 0
3,51,0 9 0 0 0 0 0 8 0 0 0 8 0 6 4 0 0 0 0 0 3 0 0 0 2 4 5 0 0 7 8 0 6 0 0 0 9 0 5 4 3 2 0 6 0 4 6 0 7 0 0 0 0 0 1 0 0 5 0 0 0 0 2 0 4 0 0 2 0 0 0 6 5 0 0 0 0 7 1 0 0
3,52,0 3 0 0 1 0 7 0 8 0 7 0 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 4 0 9 7 3 0 5 0 0 5 0 0 4 6 7 0 0 0 0 5 6 0 9 0 4 4 2 0 0 0 0 0 0 0 3 0 8 0 0 5 4 0 0 0 5 0 4 0 1 0 0 0
3,52,0 8 0 0 0 0 0 9 0 5 0 2 0 0 0 0 8 0 0 0 0 5 1 0 3 0 2 0 0 0 0 0 0 6 5 7 2 0 7 0 0 0 0 1 9 4 5 0 0 7 6 0 0 0 6 2 5 7 0 0 0 0 0 7 0 1 0 0 0 0 6 0 0 0 0 0 5 1 0 0 0
3,52,0 0 3 0 5 0 0 0 0 1 0 0 0 8 9 0 0 0 0 8 0 4 6 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 9 0 4 0 2 0 0 1 8 7 0 0 6 3 0 0 0 0 0 7 1 0 0 3 0 0 0 6 9 0 0 7 0 0 9 1 0 0 3 0 6 8
3,52,0 0 1 4 0 3 6 0 0 4 5 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 4 3 0 0 0 6 0 5 8 6 0 4 0 0 0 0 0 0 0 2 0 0 0 1 0 9 0 0 0 0 0 5 0 6 0 4 0 0 1 0 0 9 0 6 0 5 0 0 0 1 0 4
3,52,2 8 0 0 0 4 5 0 0 3 0 4 2 0 0 0 1 0 0 0 0 0 9 0 0 0 2 0 2 0 5 0 0 0 3 0 1 3 0 0 0 0 0 0 0 0 9 5 0 0 0 7 0 0 0 0 3 0 7 2 6 0 4 0 0 2 0 6 0 1 0 3 0 0 0 3 4 0 0 0 0
3,52,0 0 7 1 2 4 6 5 8 0 4 8 0 0 0 0 0 0 0 5 0 0 9 0 4 3 0 5 0 9 0 0 0 0 2 6 0 0 0 0 0 2 7 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 0 0 2 8 0 7 9 5 2 0 0 3 0 0 0 0 0 0 0 0 0 7 0
3,52,0 7 0 0 2 0 0 0 0 0 0 0 3 5 0 0 0 9 4 1 3 0 6 0 7 0 0 0 2 0 6 1 0 0 0 5 0 5 4 0 0 2 0 0 0 0 0 0 5 0 0 2 0 0 0 0 0 0 3 5 0 0 0 7 3 0 0 8 0 0 9 0 0 0 0 0 7 0 5 8 3
3,52,0 0 0 0 0 0 0 0 0 0 6 3 4 9 2 0 0 5 1 0 9 0 0 0 2 0 3 4 2 0 3 0 7 0 0 0 3 1 8 2 0 9 0 0 0 0 7 6 0 0 0 0 2 0 0 0 0 0 0 4 1 0 0 0 0 0 0 2 0 0 0 0 8 0 0 7 0 6 0 0 9
3,52,0 1 0 3 0 0 5 4 0 5 0 0 1 0 9 0 0 7 0 6 2 0 0 8 0 0 3 0 0 5 8 6 0 7 0 0 0 0 8 0 0 0 6 5 4 0 0 0 0 0 0 3 8 0 0 0 0 0 8 7 4 0 0 0 0 0 0 0 3 0 0 0 3 0 0 4 0 0 0 0 6
3,52,1 0 0 0 3 5 0 7 9 0 0 0 0 1 0 0 4 6 0 0 0 0 0 0 1 3 5 0 2 5 0 0 0 9 6 8 0 0 1 9 0 4 0 0 0 0 0 0 0 8 2 0 1 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 6 0 0 1 3 0 0 0 4 0 0 5 0
3,52,0 0 7 0 0 0 6 0 0 8 0 0 0 4 0 2 5 3 0 5 3 6 0 9 0 0 1 3 2 0 0 0 0 0 0 5 5 0 0 0 1 0 0 0 0 0 0 1 5 3 0 0 4 0 0 3 2 0 9 0 0 0 0 0 0 0 0 0 5 8 0 0 7 0 0 0 0 0 9 0 4
3,52,1 0 0 0 5 0 0 9 0 6 7 0 0 0 9 2 0 0 0 9 0 3 0 0 0 0 0 0 1 4 0 7 0 8 0 0 0 0 7 8 0 0 0 0 0 5 8 0 9 0 0 7 0 1 8 0 6 0 0 0 9 0 3 7 0 0 6 0 0 4 8 0 0 0 0 0 3 0 0 0 0
3,52,0 0 0 6 0 5 7 0 0 0 0 7 1 0 4 5 2 0 6 0 0 0 0 7 0 0 0 0 0 9 3 0 0 0 5 0 0 3 0 0 0 0 0 0 0 0 8 0 0 0 9 0 1 0 0 1 4 0 0 6 0 0 0 9 0 8 4 0 2 0 6 5 0 0 6 9 0 3 0 0 0
3,52,0 4 0 0 2 0 5 0 0 0 6 0 0 0 0 4 1 0 0 0 0 5 9 0 3 0 0 1 0 0 0 4 0 0 0 8 0 9 0 7 0 0 0 3 0 0 0 5 0 6 0 0 2 0 0 0 0 0 3 7 8 0 0 0 5 0 0 0 0 0 7 9 0 0 0 9 5 2 0 6 3
3,52,0 0 0 0 0 8 3 0 0 0 0 1 3 0 5 0 7 6 0 9 0 6 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 2 0 8 4 0 0 5 0 0 0 0 3 1 4 7 0 6 9 0 2 0 0 0 0 3 0 1 6 8 0 0 0 0 1 0 0 0 0
3,52,0 6 0 0 0 8 0 0 7 0 0 0 0 0 0 0 0 0 0 0 2 5 7 0 0 0 0 6 0 9 0 1 5 4 0 0 1 4 0 0 0 7 3 9 0 2 7 5 0 0 0 0 0 1 0 0 0 9 8 0 0 4 3 9 0 0 7 0 0 0 8 0 0 8 0 6 0 0 0 0 0
3,52,0 0 4 0 0 6 0 0 9 0 2 7 0 0 0 0 0 4 0 9 0 0 1 0 0 0 0 2 0 0 1 0 0 0 9 0 3 0 0 0 0 5 4 0 0 0 5 0 6 0 0 3 0 1 0 4 3 9 0 0 5 0 8 0 0 0 8 3 0 0 0 0 9 0 0 0 7 0 6 4 0
3,52,8 0 0 4 0 3 0 9 0 7 6 0 2 0 0 0 0 0 0 0 0 0 0 6 1 2 5 0 1 0 3 0 8 0 0 0 6 9 0 1 2 0 0 0 0 0 8 0 0 9 0 0 0 1 0 3 0 0 0 0 0 0 8 0 0 0 9 0 2 5 0 6 0 0 0 0 0 0 0 7 9
3,52,6 0 0 0 1 0 5 0 0 5 7 0 0 0 2 0 1 0 4 0 1 5 0 9 0 0 0 0 0 6 0 0 0 7 0 0 0 0 0 2 0 6 8 0 0 0 0 2 0 0 0 4 6 3 7 0 0 9 4 0 0 0 5 0 0 0 0 0 0 0 3 0 2 1 0 0 0 3 0 0 8
3,52,7 0 0 0 2 3 4 8 0 0 8 9 5 0 0 0 0 0 0 0 0 0 7 0 5 2 0 0 0 7 0 0 1 0 0 4 0 0 0 0 0 0 0 1 0 0 9 0 0 0 0 3 5 0 0 7 0 9 1 0 2 0 0 0 0 0 6 0 0 8 0 0 0 5 0 7 3 0 0 9 1
3,52,9 7 0 3 0 0 0 0 0 0 3 6 0 0 8 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 5 0 6 0 0 0 8 9 0 2 3 0 0 0 1 0 6 0 8 0 1 3 0 0 0 8 0 9 5 0 1 0 0 0 0 0 6 0 0 8 0 0 0 0 9 4 0 0 5 7 0
3,52,0 2 0 3 0 4 5 0 0 0 6 0 0 0 0 0 0 0 0 0 5 0 7 0 0 0 0 1 7 0 0 4 0 0 6 2 0 9 0 0 0 0 8 5 0 0 0 6 0 9 7 0 0 0 0 0 1 0 6 2 0 0 8 0 0 0 7 8 0 0 0 5 7 0 2 0 0 0 6 0 9
3,52,0 8 0 0 1 0 0 9 5 2 9 0 7 4 0 1 0 0 4 3 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 8 4 0 0 9 0 0 7 0 9 8 0 0 0 0 4 5 4 0 9 0 1 0 0 0 0 0 3 0 0 2 7 0 0 0 0 0 3 0 0 2 0 0
3,52,0 0 0 0 0 4 0 0 8 0 0 0 0 7 8 0 0 6 8 0 0 2 6 9 4 5 0 0 0 7 0 4 0 0 0 0 0 0 0 0 0 7 0 4 2 4 0 0 0 0 0 0 1 0 6 0 0 0 0 2 0 0 5 0 0 0 0 8 6 2 7 0 7 0 0 9 0 0 1 0 4
3,52,4 0 0 0 5 3 0 0 0 0 0 0 0 0 4 0 0 0 6 0 3 0 0 9 4 0 1 0 0 0 0 0 0 2 9 0 1 2 0 0 0 0 8 0 0 5 0 0 0 2 0 0 0 3 2 3 0 5 0 1 0 0 0 9 0 6 0 0 0 5 0 0 8 1 0 6 0 2 9 0 0
3,52,8 3 0 0 7 4 0 0 0 9 0 1 5 0 0 7 0 8 0 0 0 0 0 0 0 1 0 1 2 0 0 0 9 0 6 0 7 0 9 0 0 0 2 5 0 0 0 0 0 0 0 9 0 7 2 0 0 0 8 0 0 0 9 0 0 0 0 9 0 1 0 0 4 9 0 0 0 2 0 7 0
3,52,0 0 0 0 2 7 0 8 0 0 4 0 1 0 9 3 0 2 0 0 7 4 6 8 0 1 5 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 7 7 8 0 0 0 2 5 3 9 0 0 0 9 8 0 0 0 6 0 0 0 5 0 0 1 0 0
3,52,0 0 0 0 0 0 0 0 9 0 4 9 0 6 7 2 0 0 2 0 3 0 0 0 0 0 5 4 1 5 3 2 0 7 9 0 0 0 0 1 0 0 0 4 0 0 8 0 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 9 2 1 6 3 4 8 0 7 0 0 0 0 0 0 0 0 0
3,52,0 0 9 0 5 4 0 0 8 0 7 0 0 0 0 9 0 0 0 3 6 0 7 0 0 0 0 0 4 7 0 0 6 0 9 0 0 0 0 0 4 0 5 0 0 0 0 0 0 3 0 7 0 2 6 1 0 0 9 0 0 0 0 7 5 0 8 0 3 0 0 0 9 0 2 0 0 7 0 0 5
3,52,9 2 0 0 3 0 6 0 0 7 0 6 2 0 9 0 0 0 0 0 1 0 6 0 0 0 2 2 6 0 0 0 0 0 0 0 4 0 9 6 0 1 0 0 0 1 0 8 0 2 3 0 0 4 0 9 0 0 0 0 7 4 0 0 0 0 0 0 2 1 0 0 0 0 0 9 0 4 0 0 0
3,52,0 1 8 0 2 0 0 0 9 6 0 0 0 0 0 0 0 0 3 5 9 4 6 0 2 1 8 1 3 0 2 9 0 0 0 7 5 0 0 0 0 0 0 8 0 0 9 0 0 0 0 3 0 6 0 0 0 0 0 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 8 0 5
3,52,0 0 8 1 0 0 4 0 6 6 0 2 0 0 9 3 1 0 0 0 0 8 6 0 5 9 0 2 0 0 0 0 0 6 3 7 0 5 0 7 0 0 0 0 1 3 0 0 0 0 4 9 0 0 0 0 3 0 0 6 0 0 9 0 6 0 0 0 0 0 0 0 8 0 0 3 0 0 0 0 0
3,52,4 0 1 2 0 0 0 0 0 8 0 0 0 0 0 0 5 0 0 7 5 0 0 9 0 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 2 6 3 1 0 0 4 0 0 3 0 7 0 0 0 0 0 0 0 0 1 0 0 8 2 7 0 6 0 0 9 9 1 7 5 0 0 2 0 8
3,52,0 0 0 0 1 4 0 0 0 0 0 4 0 0 0 5 7 9 0 0 0 0 0 7 0 2 0 0 0 6 4 2 5 0 0 0 2 4 0 0 0 3 0 9 5 0 0 0 1 6 0 0 0 2 4 0 0 0 0 0 9 0 3 0 0 8 0 0 0 2 4 0 6 0 0 0 0 0 8 0 7
3,52,0 0 0 0 0 0 8 5 9 0 0 0 0 5 8 0 0 0 0 0 0 0 0 6 2 7 4 0 4 0 1 0 0 0 8 5 0 0 0 8 0 0 0 2 3 0 2 0 0 0 5 4 0 0 2 9 5 7 0 0 0 0 0 0 0 0 0 8 0 0 0 0 7 8 0 0 2 0 5 3 0
3,52,2 0 5 3 0 0 0 0 9 0 0 0 0 8 0 3 0 5 4 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 0 8 0 1 0 0 0 0 0 6 0 0 5 0 6 1 3 0 7 5 4 0 2 8 0 4 0 2 0 0 7 3 0 0 0 6 0 0 0 0 0
3,52,0 1 0 0 2 0 8 0 0 8 0 3 0 0 0 0 0 6 0 0 2 0 8 7 0 0 5 0 3 4 5 0 0 0 0 7 0 0 0 0 0 0 0 0 1 0 0 0 0 0 6 0 0 0 0 0 6 8 0 2 7 0 0 0 0 1 0 0 5 4 6 2 0 0 0 0 6 0 9 5 8
3,52,4 0 8 3 0 0 0 0 0 0 0 0 6 4 0 0 0 8 0 2 6 0 0 9 0 7 0 0 0 0 4 8 3 9 0 0 0 0 0 1 0 0 0 0 5 0 8 0 2 0 0 7 0 0 0 0 0 0 2 4 0 0 0 0 1 2 0 0 0 0 0 3 9 0 0 0 3 1 2 8 0
